,numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
1591,1643,Mrs. Holly Smith,Mr. Brett Williams,CZVQ37938903880867,3,0.0,,2020-03-20T17:25:58,0,0.0,700000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
1631,1685,Phillip Barber,Paula Bennett,LPFJ21465680706778,3,0.4121689535,0.0,2017-11-10T00:00:00,37,17996.78,51200.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
1651,1708,Carol Farrell,Martin Wilson,FWUU39842946740208,19,0.4016885714,0.0,2012-08-27T00:00:00,10,3240.0,100000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9982632314,,
1667,1724,Lorraine Marshall,Lynda McCarthy,NHQC57848882606821,0,0.0,,2020-04-01T10:52:57,0,0.0,45000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
1676,1733,Dr. Maria Watts,Gail Smith,GNPY76147394204081,124,0.3646372764,0.0,2006-12-11T00:00:00,40,508121.72,1000000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9596980479,,
1761,1827,Mrs. Barbara Cross,Rosemary Harris,SEOC38264916347083,3,0.0,,2019-03-06T15:13:29,0,0.0,60000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
1763,1829,Alexander Lewis,Charles Cox,ZGKQ97839617618391,12,0.257891944,0.0,2016-10-03T00:00:00,141,28237.07,100000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.7377491311,,
1776,1842,Tina Knowles,Mathew Gibson,KRST28775610809302,2,0.4570229717,0.0,2019-08-26T00:00:00,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
1895,1963,Malcolm Bolton,Francis Andrews,WQDA74481173716737,20,0.0,,2019-02-12T14:46:13,0,0.0,170000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
1896,1964,Brett Wheeler,Terence O'Connor,DKOG06921665634894,61,0.6088906349,0.0,2018-08-27T00:00:00,17,640190.03,220000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.8482640173,,
1935,2004,Danny Douglas,Duncan Dawson-Green,AMPR88800087953852,24,0.2913565909,0.0,2019-09-10T00:00:00,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
1948,2017,Angela Jackson,Lauren Lambert,ZWCV40300251994075,3,0.4726548049,0.0,2017-11-10T00:00:00,67,4385.26,50000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
1999,2072,Christian Knowles,Jessica Jones,MNBD70423411879555,5,0.5849381885,0.0,2008-11-13T00:00:00,0,0.0,30000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2000,2073,Claire Foster,Amy Stokes,VAUQ83295035238296,41,0.6057167652,0.0,2011-09-26T00:00:00,73,14545.9,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.866330963,,
2047,2120,David Hill,Benjamin Norton,NYOL66606190833343,4,0.4855455589,0.0,2019-05-10T00:00:00,0,0.0,60000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2055,2128,Mr. Robin Mills,Melissa Spencer,VGFE24035565605060,149,0.290294032,0.0,2006-03-06T00:00:00,46,129534.99,195000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.96607562,,
2078,2151,Tracy Brooks,Dr. Sean Stevenson,ZOJS05536348522355,0,0.0,,,0,0.0,100000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
2136,2209,Lindsey Hunt-Brown,Mr. Bernard Hutchinson,WWRH55472016049075,3,0.0,,2020-07-28T10:35:36,0,0.0,100000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
2146,2219,Paula Chamberlain,Dr. Alison Little,EAWS95213529291590,20,0.508141981,0.0,2017-07-17T00:00:00,13,3670.63,32000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2206,2279,Christian Knowles,Jessica Jones,MNBD70423411879555,5,0.5849381885,0.0,2008-11-13T00:00:00,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2207,2280,Dr. Michael Cooper,Trevor Williams,DWVL82874155794458,32,0.3352492347,0.0,2008-08-21T00:00:00,51,168788.91,280000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2294,2367,Francis Hall,Michelle Bailey,VRHM81767454396247,43,0.0,,2016-04-19T15:18:28,0,0.0,150000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
2343,2416,Marc Thompson,Jack Ellis-Hawkins,OPER95401723782708,8,0.428657209,0.0,2020-05-25T00:00:00,6,28862.81,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2374,2447,Tina Knowles,Mathew Gibson,KRST28775610809302,2,0.4570229717,0.0,2019-08-26T00:00:00,0,0.0,49999.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2378,2451,Mr. Christian Phillips,Vanessa Shah-Price,WNBI44103763295229,4,0.3989342002,0.0,2011-08-02T00:00:00,52,206985.86,300000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2379,2452,Richard Johnson,Sean Ali,IDCD54168176325806,27,0.292221121,0.0,2008-01-18T00:00:00,0,4133.34,200000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2384,2457,Dr. Adam O'Brien,Victoria Birch,BMMC78473883077344,0,0.5333003039,0.0,2018-10-22T00:00:00,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2414,2487,Ms. Lisa O'Connor,Cheryl Kirk,MEFD29261338374624,22,0.268237898,0.0,2014-11-18T00:00:00,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2495,2568,Brenda Walker,Robin Howe-Quinn,IAXE85426118742469,10,0.3300473189,0.0,2009-11-10T00:00:00,18,10244.8,80000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2496,2569,Miss Maria Wade,Joan Todd,TPLY11789333001335,9,0.0,,2006-06-14T15:34:11,0,0.0,70000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
2550,2623,Mr. Mohammed Morrison,Joe Rowe-Jennings,QKSA08184464246759,35,0.5845285889,0.0,2013-03-01T00:00:00,0,164500.0,65000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2590,2663,Dr. Mandy Ali,Lynn Wood,UCJK31372480896953,3,0.2957828157,0.0,2017-06-27T00:00:00,33,7349.67,45000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2635,2708,Brian Harris,Dr. Jeremy Thomas,EVNK64152188336281,5,0.3941183759,0.0,2016-01-20T00:00:00,0,0.0,1600000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9999758553,,
2637,2710,Connor Cooke,Miss Kimberley Frost,YRDF80532511124786,0,0.0,,2008-09-18T10:18:45,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
2651,2724,Connor Cooke,Miss Kimberley Frost,YRDF80532511124786,0,0.0,,2008-09-18T10:18:45,0,0.0,7000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
2673,2746,Lindsey Hughes,Mandy Stewart,MBFE92902174579099,15,0.2866087303,0.0,2013-01-30T00:00:00,26,46346.4,50000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2779,2852,Alexander Baker-Wells,Dr. Caroline Ali,PYOL43118620147076,16,0.0,,2011-03-02T11:27:13,0,0.0,80000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
2793,2866,Mr. Jason Powell,Mandy Farrell,OZEC87438086013375,4,0.0,,2018-07-02T13:46:20,0,0.0,200000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
2827,2900,Mr. Mohamed Kennedy,Ms. Pauline Sinclair,AADG56617962174727,74,0.3987455958,0.0,2009-05-22T00:00:00,0,58080.0,145000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2829,2902,Simon Peacock,Sally Young,NRUC91959983742030,9,0.5365127399,0.0,2010-09-17T00:00:00,9,12018.83,300000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2891,2964,Lynn Barton-Kelly,Charlie Owen,YIFN96265378084872,25,0.0,,2012-12-10T15:32:28,0,0.0,10000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
2927,3000,Sandra Taylor,Ms. Eileen Foster,DMZP47094020664541,29,0.4406768623,0.0,2016-05-13T00:00:00,0,0.0,30000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2936,3009,Mrs. Sally Stewart,Miss Nicole Baldwin,IGKY91191820417733,62,0.356487366,0.0,2018-10-30T00:00:00,11,3960.0,60000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
2952,3025,Jacob Davies,Jeffrey Knight,DDKM09644704282712,0,0.4251900346,0.0,2019-01-29T00:00:00,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3057,3130,Mrs. Amber Hawkins,Mr. Robin Smith,CXBK25746260819457,0,0.4316802789,0.0,2020-03-04T00:00:00,64,5400.0,15000.0,DocumentacaoReprovada,De 31 a 50 % - Médio,0.6607142857142857,0.3392857142857142,0.0,,,2019-12-31T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019.0,De 0 a 5 anos,900000000.0,False,False,1.0,77058410.0,
3074,3147,Gillian Bowen,Miss Paige Burrows,HIRB17152379891401,3,0.6457560464,0.0,2013-01-31T00:00:00,0,0.0,120000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3080,3153,Mr. Clifford Elliott,Reece Harris-Patel,HXAU16345864543261,0,0.5352236752,0.0,2019-09-30T00:00:00,0,0.0,49900.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3113,3186,Mrs. Michelle Ellis,Joel Flynn,WLEC28465349464943,5,0.5320459796,0.0,2013-03-13T00:00:00,6,27657.0,80000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3121,3194,Lynda Herbert,Mohammed Davies,ZNVJ76130674911402,0,0.3767650865,0.0,2017-12-06T00:00:00,0,0.0,15000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3146,3219,Thomas Jones,Yvonne Gregory,RQPA99286134726434,33,0.4513427803,0.0,2006-08-23T00:00:00,55,185191.73,300000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9916580074,,
3148,3221,Marc Brooks,Victor Davidson,GSUQ90643108731705,15,0.3603389469,0.0,2014-09-15T00:00:00,42,108440.0,150000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3149,3222,Martyn Brown-Jackson,Miss Frances Bull,EHDJ94994204173246,779,0.3460075111,0.0,2009-08-14T00:00:00,0,0.0,80000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9388661319,,
3164,3237,Kathryn Johnston,Charlene Clarke,NBXI58664412366171,0,0.0,,,0,0.0,25000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3166,3239,Mary Davis,Jay Hurst,XPVZ80447104399027,3,0.5261150209,0.0,2019-04-26T00:00:00,23,20471.75,30000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3191,3264,Tony Morris,Robert Jones,ZBQQ86277908165655,3,0.4198823886,0.0,2019-04-16T00:00:00,0,0.0,45000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3217,3290,Duncan Evans,Carol Fletcher,MPYC74391900618530,0,0.0,0.0,,0,0.0,220000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3225,3298,Dr. Jake Dale,Mr. Ricky Williams,SPID07567212738639,9,0.4706814281,0.0,2020-06-22T00:00:00,35,529387.04,500000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3249,3322,Kirsty Davis,Tina Day-Walker,HSNK71372249063813,109,0.440212599,0.0,2018-05-24T00:00:00,0,4200.0,45000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.8575271739,,
3268,3341,Mrs. Zoe Rowe,Gail Pope,PKKR72812628229315,5,0.0,,2018-02-05T17:14:38,0,0.0,15000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3313,3386,Dr. Jeffrey Riley,Andrew Rhodes,LVSP73316539709194,23,0.5232782286,0.0,2019-07-16T00:00:00,0,0.0,100000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3317,3390,Kate Price,Justin Morris-Collins,NOGK73181727973318,0,0.3904185136,0.0,2018-06-21T00:00:00,0,0.0,80000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3319,3392,Holly Stewart,Mr. Allan Andrews,VYBZ04148928170504,5,0.6166437965,0.0,2018-11-06T00:00:00,0,0.0,70000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3320,3393,Rita Lloyd,Ms. Donna Smith,IVON93318505592962,4,0.0,,2014-03-31T10:28:02,0,0.0,300000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3323,3396,Rita Lloyd,Ms. Donna Smith,IVON93318505592962,4,0.0,,2014-03-31T10:28:02,0,0.0,300000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3324,3397,Rita Lloyd,Ms. Donna Smith,IVON93318505592962,4,0.0,,2014-03-31T10:28:02,0,0.0,300000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3325,3398,Rita Lloyd,Ms. Donna Smith,IVON93318505592962,4,0.0,,2014-03-31T10:28:02,0,0.0,300000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3353,3426,Stanley Walker,Mary Harrison,TKER72373391424695,107,0.6087450151,0.0,2016-06-15T00:00:00,35,29100.0,40000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.6949513444,,
3363,3436,Denis Kelly,Maureen Sullivan,GEZM79916030451328,4,0.3030825028,0.0,2013-12-12T00:00:00,0,0.0,30000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3382,3455,Miss Sheila Edwards,Naomi Hughes,XZPR43540991153877,118,0.488708111,0.0,2006-03-15T00:00:00,29,17352.24,100000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3421,3494,Billy Murray,Catherine Taylor,ZQGP26628281190288,213,0.0,,2015-02-25T11:26:44,0,0.0,100000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3428,3501,Lindsey Hunt-Brown,Mr. Bernard Hutchinson,WWRH55472016049075,3,0.0,,2020-07-28T10:35:36,0,0.0,500000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3443,3516,Bradley Weston,Ashleigh Thompson,HZQX72261321146365,0,0.2920174857,0.0,2020-01-28T00:00:00,0,0.0,50000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3466,3539,Amy Thomas,Julia Charlton,OZZL67412627954352,6,0.4707618308,0.0,2015-06-03T00:00:00,26,37782.74,70000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3494,3567,Ms. Deborah Reed,Brenda Jones,GCDR26237694041913,4,0.6278513413,0.0,2010-03-31T00:00:00,268,318300.0,50000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3503,3576,Shane Jones,Naomi Collins-West,MKJF58620620105856,117,0.0,0.0,2006-03-16T00:00:00,0,0.0,400000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3513,3586,Aimee Burke,Dr. Edward Stevenson,FWFK37150478327468,15,0.4295009528,0.0,2006-06-26T00:00:00,0,297070.04,400000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3520,3593,Mrs. Sally Stewart,Miss Nicole Baldwin,IGKY91191820417733,62,0.356487366,0.0,2018-10-30T00:00:00,11,3960.0,60000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3531,3604,Gavin Porter-Hewitt,Adrian Ross-Leach,NOHR51342528573360,216,0.3492279463,3.03599482,2007-07-02T00:00:00,240,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3538,3611,Simon Peacock,Sally Young,NRUC91959983742030,9,0.5365127399,0.0,2010-09-17T00:00:00,9,12018.83,300000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3569,3642,James Coates,Dale Moore,QWLH14235980989923,3,0.103023356,0.0,2011-12-12T00:00:00,0,0.0,50000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3580,3653,Sophie Williams-Craig,Mr. Guy Lamb,AMVK70950785139481,9,0.6533681481,0.0,2017-04-26T00:00:00,723,513580.14,600000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9861354842,,
3586,3659,Sophie Williams-Craig,Mr. Guy Lamb,AMVK70950785139481,9,0.6533681481,0.0,2017-04-26T00:00:00,723,513580.14,600000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9861354842,,
3612,3685,Kelly Baxter,Dr. Pauline Stewart,ZFKA70203512888324,4,0.3569211716,0.0,2019-02-06T00:00:00,15,43239.01,200000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3703,3776,Kenneth Atkinson,Mr. Conor Jones,KCIH08010584528978,68,0.0,,2019-07-03T10:14:36,0,0.0,35000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3709,3782,Dr. Shirley Phillips,Callum Mitchell-Mills,VPSB35478307806099,10,0.4841699925,0.0,2018-06-27T00:00:00,0,0.0,30000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3712,3785,Mrs. Emily Mahmood,Mrs. Eleanor Dunn,SQDH15572831503882,11,0.3952039906,0.0,2018-05-24T00:00:00,0,0.0,15000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3722,3795,Gemma Charlton,Lydia Morrison,VSWM57040130755217,21,0.2943141269,15.29810955,2019-08-09T00:00:00,107,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3723,3796,Gemma Charlton,Lydia Morrison,VSWM57040130755217,21,0.2943141269,15.29810955,2019-08-09T00:00:00,107,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3724,3797,Carole Cox-Ellis,Dr. Judith Woods,CXLA78251686071546,7,0.2228348149,0.0,2019-07-02T00:00:00,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3725,3798,Carole Cox-Ellis,Dr. Judith Woods,QAED54967239109793,68,0.329276771,0.0,2019-06-28T00:00:00,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3726,3799,Kenneth Atkinson,Mr. Conor Jones,KCIH08010584528978,68,0.0,,2019-07-03T10:14:36,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3744,3817,Clive Parkin-Hurst,Arthur Sinclair,GTMK03848083681073,0,0.3599646281,0.0,2017-10-06T00:00:00,0,0.0,35000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3771,3844,Beverley Mason-Simpson,Janet Parkinson,JOBA24652045791438,53,0.3583783697,0.0,2006-05-29T00:00:00,51,1985132.91,2000000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9970277668,,
3796,3869,Tracey Robson-Harris,Cameron Goddard,ZXWN65545910840183,34,0.0831909887,0.0,2018-10-17T00:00:00,86,29333.33,200000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3913,3986,Gordon Begum,Robin Browne,TSSL41038071009300,3,0.5208603774,0.0,2008-09-25T00:00:00,0,0.0,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
3931,4004,Harriet Summers,Miss Maureen West,QEGE39967630708063,91,0.0,,2006-06-28T14:26:34,0,0.0,60000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
3955,4028,Dr. Ryan Robertson,Iain Knowles,CTUK27588734446219,3,0.5388092029,0.0,2018-08-30T00:00:00,0,0.0,30000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
